MIN Richter Scale,4.001055769488783
MAX Richter Scale,4.3627965116857945
Timestamp,Velocity,Richter Scale
2024-06-27T01:49:46.275216,0.138558587265068,4.141633446655711
2024-06-27T01:49:46.533641,0.18607529987510904,4.269688727564488
2024-06-27T01:49:46.766678,0.15315485896571415,4.185130779716035
2024-06-27T01:49:48.040823,0.10123157881522195,4.005316010190332
2024-06-27T01:50:14.764040,0.11182090454695014,4.048523001052328
2024-06-27T01:50:14.997207,0.16139948198395096,4.207902136508278
2024-06-27T01:50:15.258380,0.18749263948293712,4.272984223025393
2024-06-27T01:50:15.493750,0.15933242609711973,4.20230416903386
2024-06-27T01:53:28.257108,0.10682554227160822,4.028675106075889
2024-06-27T01:53:28.518143,0.18916873883053106,4.276849368455117
2024-06-27T01:53:28.791176,0.23056666174351798,4.3627965116857945
2024-06-27T01:53:29.031617,0.21793579310575562,4.338328563296917
2024-06-27T01:53:29.267179,0.16373291997375594,4.2141360069964495
2024-06-27T01:53:29.538112,0.10688739143857835,4.028926478346243
2024-06-27T01:53:29.772980,0.11270169715059197,4.051930456042445
2024-06-27T01:53:30.045038,0.1347002348149845,4.129368352803633
2024-06-27T01:53:30.286463,0.1619624453965185,4.209414325358641
2024-06-27T01:53:30.520404,0.17461231928782645,4.242074880892949
2024-06-27T01:53:30.791880,0.16115241421996274,4.207236816050986
2024-06-27T01:53:31.033960,0.12217958737773979,4.086998654108536
2024-06-27T01:53:31.763970,0.11488071023612184,4.060247111879728
2024-06-27T01:53:32.034738,0.12466736041041743,4.095752764231442
2024-06-27T01:53:32.269235,0.12267399742271068,4.088752517310677
2024-06-27T01:53:32.503635,0.115219520936581,4.061526065170738
2024-06-27T01:53:32.764744,0.10613054617536129,4.025840399227676
2024-06-27T01:53:46.499570,0.10024339563606793,4.001055769488783
2024-06-27T01:53:46.761633,0.10063037843969987,4.002729105939997
2024-06-27T01:53:47.034072,0.10101976262683869,4.004406343685584
2024-06-27T01:53:47.267731,0.10141154990486641,4.006087420227061
2024-06-27T01:53:47.500880,0.10180680303221121,4.007776799814419
2024-06-27T01:53:47.763106,0.10220564782055316,4.009474895304851
2024-06-27T01:53:48.019012,0.1026069596652488,4.011176819271937
2024-06-27T01:53:48.253136,0.1030105986757792,4.012881911206159
2024-06-27T01:53:48.515327,0.1034173218723849,4.014593286954666
2024-06-27T01:53:48.749331,0.10382736188326001,4.016311819302259
2024-06-27T01:53:49.010244,0.10424218990628129,4.0180435264019945
2024-06-27T01:53:49.283276,0.10466173890021711,4.019787946039948
2024-06-27T01:53:49.517289,0.10508377497117821,4.021535665748067
2024-06-27T01:53:49.751026,0.10550811673363694,4.023285871169589
2024-06-27T01:53:50.012797,0.10593400824949906,4.02503540509411
2024-06-27T01:53:50.283676,0.1063629531089167,4.026790386774447
2024-06-27T01:53:50.517614,0.10679527383095765,4.028552033642423
2024-06-27T01:53:50.750806,0.10722995289339786,4.030316115201102
2024-06-27T01:53:51.013194,0.10766606931232521,4.0320788580596085
2024-06-27T01:53:51.247263,0.1081019069180503,4.033833354977197
2024-06-27T01:53:51.509049,0.10853673443079334,4.035576750724003
2024-06-27T01:53:51.770569,0.10896997678360344,4.037306858369295
2024-06-27T01:53:52.004734,0.10940112194869551,4.039021775869706
2024-06-27T01:53:52.265876,0.10982947237903931,4.04071889725482
2024-06-27T01:53:52.500350,0.11025385769965435,4.042393794043389
2024-06-27T01:53:52.760492,0.11067449059068972,4.044047531697539
2024-06-27T01:53:53.033815,0.11109059156989068,4.045677279442209
2024-06-27T01:53:53.268387,0.11150059486519723,4.047277184388515
2024-06-27T01:53:53.501932,0.11190544685607574,4.048851225777382
2024-06-27T01:53:53.763568,0.11230054677969382,4.0503818708013135
2024-06-27T01:53:53.996525,0.11268740654429786,4.051875383890659
2024-06-27T01:53:54.257550,0.1130679057972744,4.053339348398945
2024-06-27T01:53:54.519966,0.1136577745807379,4.055599148305867
2024-06-27T01:53:54.753085,0.11489144971500279,4.060287709456222
2024-06-27T01:53:55.014510,0.11680572814720129,4.067464141078792
2024-06-27T01:53:55.247221,0.11918115514528801,4.076207590442629
2024-06-27T01:53:55.509074,0.12135156129356278,4.084045368280784
2024-06-27T01:53:55.770365,0.12259875282951367,4.088486052221424
2024-06-27T01:53:56.004781,0.12328615417442053,4.090914305279491
2024-06-27T01:53:56.265453,0.11781880996162415,4.071214631795748
2024-06-27T01:53:57.032907,0.13587552767915437,4.133141243701158
2024-06-27T01:53:57.267125,0.1859526802476535,4.269402442487285
2024-06-27T01:53:57.500742,0.1795635606903047,4.254218208741304
2024-06-27T01:53:57.761889,0.13424861190044685,4.1279098038904545
2024-06-27T01:53:58.763034,0.15077466277978918,4.1783283658079515
2024-06-27T01:53:58.997286,0.19892946062912883,4.298699105101331
2024-06-27T01:53:59.258855,0.19737306087663914,4.2952878762413675
2024-06-27T01:53:59.520620,0.13434508828303504,4.128221793057477
